season,week,n_contestants,entropy,normalized_entropy,vote_gap,rank_correlation,certainty
8,9,5,1.6087488529691745,0.9995718632824526,0.011735955057089242,-0.22941573387056177,0.17184922682678572
8,10,4,1.3862943607198905,0.9999999997114609,0.0,,
8,11,3,1.09838431298587,0.9997924875913082,0.005714285714285672,1.0,0.40863368229403607
9,1,16,2.772587389798474,0.9999995194233835,0.0,0.2882192714843403,0.25764399846985303
9,2,14,2.6390538281866744,0.9999986732275405,0.0004999999999982241,0.0,0.2007503980317352
9,3,13,2.5643992948994954,0.9997855464239708,0.00712661498738329,-0.3525751256488829,0.14023923342410713
9,4,11,2.3977980691878447,0.9999594629458473,0.003421487603305781,-0.36808133743473326,0.13152812503425784
9,5,10,2.302519235267229,0.9999713983526527,0.0025661157024793463,-0.11858541225631423,0.18014067159666036
9,6,9,2.197097865074464,0.9999423307644277,9.615417898012346e-08,0.10891622972743419,0.221800690947427
9,7,7,1.945842916351042,0.999965449224722,0.0030990028490028576,-0.13483997249264842,0.17769087500755804
9,8,5,1.6094366619327982,0.9999992230198553,0.0004999999999982241,0.0,0.20075023309404075
9,9,4,1.3857708803470352,0.9996223884425004,0.011437850099769192,-0.632455532033676,0.09077895221016848
9,10,3,1.0967989002387577,0.9983493827184925,0.03768387696959119,1.0,0.45702100063883905
10,1,11,2.3835691764298104,0.994025553771645,0.004784688995215308,1.0,0.4089693673613295
10,2,11,2.3938619235118743,0.9983179627016031,0.020363636363636375,-0.5012156186987913,0.1308069419952154
10,3,10,2.302585091994046,0.9999999995657055,0.0,,
10,4,9,2.197193848766467,0.9999860148252164,0.0018477088948787024,-0.09128709291752768,0.1845183403112476
10,5,8,2.0794415408798357,0.9999999996152813,0.0,,
10,6,7,1.9459101483553138,0.9999999996402714,0.0,,
10,7,6,1.7916766350638507,0.9999537693727161,0.003715434083658098,-0.2611164839335467,0.153363723526963
10,8,5,1.6094379119341005,0.9999999996893326,0.0,,
10,9,4,1.3862943607198905,0.9999999997114609,0.0,,
10,10,3,1.0981225151554221,0.9995541889365889,0.0013439591997697065,1.0,0.4021496821186779
11,1,12,2.4849026432225383,0.9999983876394462,0.0006666666666666765,-0.2516805683885803,0.1506643700304501
11,2,11,2.3978952716983706,0.9999999995412643,0.0,,
11,3,10,2.302585091994046,0.9999999995657055,0.0,,
11,4,9,2.1972245764362195,0.9999999995903923,0.0,,
11,5,8,2.0788296948787557,0.999705763884766,0.00874175824175824,-0.2195285199793807,0.16929520420133143
11,6,7,1.9416338849703068,0.9978024349751798,0.024654429507732667,-0.668153104781061,0.10401029281283285
11,7,6,1.791590475850184,0.9999056829999934,0.005462829736211011,-0.5852390484520126,0.091174730013916
11,8,5,1.6094094273668873,0.9999823012326273,0.0023867924528301887,-0.22941573387056177,0.15770235153534473
11,9,4,1.3859504071125779,0.9997518896296781,0.009271929824561431,-0.316227766016838,0.1507367746445711
11,10,3,1.09654170264434,0.9981152713790595,0.0200795664567866,1.0,0.43068476827146207
12,1,11,2.3826828651979257,0.9936559332790661,0.004830917874396129,1.0,0.4091495968278744
12,2,11,2.3978916005254836,0.9999984685432559,0.0006666666666666765,-0.26070212106479157,0.14886003522406493
12,3,10,2.302585091994046,0.9999999995657055,0.0,,
12,4,9,2.1966791569067023,0.9997517684650249,0.00778155339805825,-0.09325048082403138,0.19309670339277363
12,5,8,2.079438871833292,0.9999987160752104,0.0006666666666642895,-0.28903665650804,0.14319305387582532
12,6,7,1.9459101483553138,0.9999999996402714,0.0,,
12,7,6,1.7917327211371843,0.9999850716062452,0.0024350132625994836,-0.5720775535473553,0.0892414877025546
12,8,5,1.6087128509525166,0.9995494939717885,0.012038461538461553,-0.22360679774997896,0.17347148456616002
12,9,4,1.3862943607198905,0.9999999997114609,0.0,,
12,10,3,1.0982456893970067,0.9996663069629892,0.019084402133898892,1.0,0.4287267111119516
13,1,12,2.4849066485880007,0.9999999995170846,0.0,,
13,2,11,2.3967426716513236,0.9995193279872886,0.01196076233183857,-0.6876225798959333,0.0805608291223846
13,3,10,2.3008449225876353,0.9992442535949245,0.013324894514767927,-0.563442043810179,0.10752565693163874
13,4,9,2.1971492770205967,0.9999657293494714,0.0028923444976076546,-0.18650096164806276,0.16704860561195753
13,5,8,2.0794415408798357,0.9999999996152813,0.0,,
13,6,7,1.9459101483553138,0.9999999996402714,0.0,,
13,7,6,1.791569963138516,0.9998942346376322,0.005619453924914669,-0.1690308509457033,0.17465474030694172
13,8,5,1.6094379119341005,0.9999999996893326,0.0,,
13,9,4,1.3862943607198905,0.9999999997114609,0.0,,
13,10,3,1.098600619603625,0.999989378359768,0.001971606966186812,1.0,0.40296059694134984
14,1,12,2.4807417408777352,0.9983239173549556,0.0,1.0,0.40050282479351335
14,2,12,2.4849066485880007,0.9999999995170846,0.0,,
14,3,11,2.3978908619719888,0.9999981605425258,0.0008000000000021323,-0.5305051839327009,0.0950995150507053
14,4,10,2.3025150747511547,0.9999695914634797,0.002645922746781118,-0.07905694150420949,0.18816661838028587
14,5,9,2.1972245764362195,0.9999999995903923,0.0,,
14,6,8,2.0794415408798357,0.9999999996152813,0.0,,
14,7,7,1.945662293221309,0.9998726272977586,0.005949591280426575,-0.13483997249264842,0.1819946042327826
14,8,6,1.7916576812966636,0.9999431910738358,0.004410805300713583,-0.8316554899054915,0.04030215264782133
14,9,4,1.386086887762386,0.9998503396080057,0.007913043478867204,-1.0,0.011914463335899086
14,10,3,1.098598377065002,0.9999873371131461,0.0,1.0,0.4000037988660562
15,1,13,2.5649493561615375,0.9999999994931676,0.0,,
15,2,12,2.4840067062646316,0.9996378360839248,0.008652173913043473,-0.23819653367016547,0.16544760331035469
15,3,11,2.39772481045279,0.9999289116803747,0.00159892086333778,-0.2977893062541443,0.1428618465400654
15,4,9,2.1971072395957405,0.9999465972929261,0.0036104199066874093,-0.09166984970282113,0.18709768073158908
15,5,8,2.0786591688325116,0.9996237581910131,0.002249718785151858,1.0,0.40348745072042386
15,6,8,2.078772615654186,0.9996783145800245,0.010976991150260587,-0.9566878387805707,0.02522442459526937
15,7,7,1.9410029948677971,0.9974782215972827,0.020661630012979396,1.0,0.4317489785402843
15,8,7,1.9457358647527538,0.9999104355858136,0.004989247902672356,-0.6067798762169179,0.08615476593488088
15,9,5,1.6093772853546533,0.9999623302775593,0.004010646121790501,-0.6668859288553503,0.07265008432834791
15,10,3,1.0985973458453124,0.9999863984565334,0.001906433698790344,1.0,0.4028637310112255
16,1,12,2.473392663384576,0.9953664310068121,0.02183406113537119,1.0,0.4341411624010132
16,2,12,2.4700499339954964,0.9940212177412091,0.0040983606557377095,1.0,0.4079411756612439
16,3,11,2.3978952716983706,0.9999999995412643,0.0,,
16,4,10,2.3025825919836294,0.999998913824977,0.0004999999999982241,0.0,0.20075032585250427
16,5,9,2.1972223264286255,0.9999989755678061,0.0004999999999982241,0.0,0.20075030732965551
16,6,8,2.0794415408798357,0.9999999996152813,0.0,,
16,7,7,1.9459101483553138,0.9999999996402714,0.0,,
16,8,6,1.791759468628055,0.9999999996651336,0.0,,
16,9,5,1.6094379119341005,0.9999999996893326,0.0,,
16,10,4,1.3862031933466517,0.9999342363528296,0.004773935276867758,-0.3333333333333334,0.14051396534278604
17,1,12,2.471814769024058,0.9947314396035524,0.01171875,1.0,0.41915869311893433
17,2,12,2.4848386837269154,0.9999726484449262,0.002379699248120301,-0.05965499862718936,0.19164675461326475
17,3,11,2.3978925216845055,0.9999988526964058,0.0004999999999982241,0.0,0.20075034419107562
17,4,10,2.302585091994046,0.9999999995657055,0.0,,
17,5,9,2.195546308000869,0.9992361867090594,0.014851063831606212,-0.786732081728623,0.06515932338896689
17,6,8,2.0751153465594063,0.9979195399179461,0.012986625061904969,1.0,0.42010407561747365
17,7,8,2.079240311345738,0.9999032286649736,0.005014672686230251,-0.2777777777777778,0.15199548487429776
17,8,7,1.9454002265573898,0.99973795167358,0.009347222222525403,-0.5216720300383333,0.10976504182404744
17,9,6,1.788652003925107,0.9982656905927855,0.022722222222222227,-0.6859943405700353,0.09740475804149064
17,10,5,1.609145774480398,0.9998184844836541,0.007642857142857146,-0.22360679774997896,0.1667973808191937
17,11,4,1.3862943607198905,0.9999999997114609,0.0,,
18,1,12,2.474263187793629,0.995716755800352,0.011450381679389318,1.0,0.4184605457789784
18,2,11,2.3960884230855877,0.9992464851433339,0.012795081968122596,-0.41011992882169157,0.1373946916448454
18,3,9,2.194018354471,0.9985407850893846,0.0032154340836012957,1.0,0.40526091559858657
18,4,9,2.193583078481654,0.9983426824494288,0.010101010101010097,1.0,0.4156487104166865
18,5,9,2.196356123738193,0.9996047497342854,0.009816770186335394,-0.09205746178983235,0.19643223800125104
18,6,8,2.0794395408745023,0.9999990378160226,0.0004999999999982241,0.0,0.20075028865519057
18,7,7,1.9459101483553138,0.9999999996402714,0.0,,
18,8,6,1.79153898060479,0.9998769429563222,0.007387168141592904,-0.7627700713964739,0.058563655046197906
18,9,5,1.6092734037234866,0.9998977849910563,0.005735602094240844,-0.34412360080584264,0.13980934748287585
18,10,4,1.3855560820167314,0.9994674441995401,0.013582297865809001,-0.316227766016838,0.15728766033548386
19,1,13,2.564817180572009,0.9999484680314864,0.0031881720430107646,-0.05263157894736843,0.19427140186559655
19,2,12,2.4844706807915182,0.9998245531692229,0.0060248618786804264,-0.1507556722888818,0.17893879240947744
19,3,11,2.3978952716983706,0.9999999995412643,0.0,,
19,4,10,2.301791919469469,0.9996555291150846,0.010041666666969831,-0.4861588361460226,0.11793407403672485
19,5,9,2.1793827138864272,0.9918798180059397,0.011363636363636367,1.0,0.41948150914367266
19,6,9,2.1965704562494968,0.9997022966639506,0.009767918088737199,-0.5273253586717646,0.1092761163995677
19,7,8,2.0793489757845043,0.99995548521395,0.0034013539651837482,-0.10910894511799621,0.1832935963599914
19,8,7,1.9459101483553138,0.9999999996402714,0.0,,
19,9,6,1.7902808049045789,0.9991747417279658,0.015686915887850456,-0.17149858514250882,0.1894782342848842
19,10,5,1.6094379119341005,0.9999999996893326,0.0,,
19,11,4,1.3862943607198905,0.9999999997114609,0.0,,
20,1,12,2.4782530018884863,0.9973223751081025,0.0,1.0,0.40080328746756927
20,2,12,2.482218381716783,0.9989181613436277,0.01507588856868397,-0.5929690815545611,0.10434456813902546
20,3,11,2.397892521684506,0.9999988526964059,0.0004999999999982241,0.0,0.2007503441910756
20,4,10,2.302307693574973,0.9998795269630134,0.005794871794796014,-0.4276296448883893,0.12320252062561216
20,5,9,2.1967088231387715,0.9997652701490927,0.007567137809187274,-0.323575114464717,0.14670610277610974
20,6,8,2.0794262303748736,0.9999926368187538,0.0013833922261626136,-0.16564728911226984,0.16894783947116382
20,7,7,1.9433761986599634,0.9986978070921825,0.02166404199353797,-0.6574074074074074,0.10140523938117073
20,8,6,1.7917470330292666,0.9999930592253023,0.0015153664302221537,-0.5768179036829705,0.08691155114114844
20,9,4,1.386105121636286,0.9998634925677317,0.007036093418107459,-0.9486832980505139,0.020858432746738917
20,10,3,1.0974088277586502,0.9989045626724979,0.03448275862068967,1.0,0.45205276912928516
21,1,13,2.5387384820996575,0.989781133383538,0.003999999999999997,1.0,0.4090656599849386
21,2,13,2.5647887524844024,0.9999373847375711,0.0037221195317313494,-0.2813186274931913,0.14933823837768742
21,3,10,2.290101754405721,0.9945785549353605,0.01639344262295081,1.0,0.42621659745381807
21,4,10,2.302585091994046,0.9999999995657055,0.0,,
21,5,9,2.18707206236835,0.9953793913136646,0.009966777408637884,1.0,0.4163363487188575
21,6,9,2.1972245764362195,0.9999999995903923,0.0,,
21,7,8,2.0793087956613236,0.9999361626591317,0.004709276018099534,-0.8239695147299094,0.04228916228342792
21,8,7,1.9459101483553138,0.9999999996402714,0.0,,
21,9,6,1.7896905855785947,0.9988453340501381,0.02093009118419767,-0.9558823529411764,0.0405650659730198
21,10,4,1.3841190592736403,0.9984308514069891,0.012658227848101278,1.0,0.4194580863500552
21,11,4,1.3859720884586484,0.9997675294149059,0.008975007181754757,-0.8164965809277261,0.050232935762615144
22,1,12,2.4712466765199075,0.9945028223618548,0.008438818565400845,1.0,0.41430738113954485
22,2,12,2.4849066485880007,0.9999999995170846,0.0,,
22,3,11,2.3978952716983706,0.9999999995412643,0.0,,
22,4,10,2.302126467503032,0.9998008214799926,0.00676959247648902,-0.15713484026367724,0.17878717421800033
22,5,9,2.1914162263155594,0.9973565055294885,0.007246376811594207,1.0,0.4116626135585448
22,6,9,2.1972245764362195,0.9999999995903923,0.0,,
22,7,8,2.0794248798176396,0.9999919873380125,0.0,0.0,0.20000240379859624
22,8,6,1.7903205716134942,0.9991969359507944,0.016445759368836244,-0.7500000000000001,0.07490955826801603
22,9,5,1.6093176261219655,0.9999252619121213,0.005601480836009531,-0.9999999999999999,0.008424642680377936
22,10,3,1.0984360966786817,0.9998396231398051,0.007662104193582542,1.0,0.41154126934843227
23,1,13,2.5575341503169287,0.9971090239567355,0.006060606060606058,1.0,0.40995820190388843
23,2,13,2.5648042087527583,0.999943410692162,0.003340909090909089,-0.20359729326074977,0.1643088817765651
23,3,12,2.48490364857,0.9999987922210275,0.0004999999999982241,0.0,0.2007503623336891
23,4,11,2.397615791580323,0.9998834472792795,0.00503927203065134,-0.2727977357881894,0.1530343267045553
23,5,9,2.1950256421209873,0.9989992214551422,0.0,0.9999999999999998,0.4003002335634573
23,6,9,2.1972245764362195,0.9999999995903923,0.0,,
23,7,8,2.0793986689985138,0.9999793825984223,0.0023148820326678865,-0.16984155512168936,0.16951019724513725
23,8,7,1.9454421878614492,0.9997595155181799,0.008958548880508344,-0.5169078021169037,0.11012840824192782
23,9,6,1.791757968625805,0.9999991624979381,0.0004999999999982241,0.0,0.20075025125061594
23,10,5,1.6091688645037099,0.9998328311217775,0.007492605232916394,-0.9210526315789475,0.027078532197051863
23,11,4,1.3862943607198905,0.9999999997114609,0.0,,
24,1,12,2.469322089657398,0.9937283116321766,0.009933774834437088,1.0,0.4167821687620027
24,2,12,2.4849036485700005,0.9999987922210276,0.0004999999999982241,0.0,0.20075036233368906
24,3,11,2.3978916005254836,0.9999984685432559,0.0006666666666666765,-0.2588683201933429,0.14922679539835468
24,4,10,2.302585091994046,0.9999999995657055,0.0,,
24,5,9,2.196943201000962,0.9998719401111021,0.006149122807017543,-0.4643040654618338,0.11640128908482891
24,6,8,2.077730662804307,0.9991772411769042,0.017478624535770745,-0.938590635448906,0.038746637360803665
24,7,7,1.9455287711768645,0.9998040105404488,0.002635046113610151,-0.4113766756037212,0.12173603088753637
24,8,5,1.6094379119341005,0.9999999996893326,0.0,,
24,9,4,1.3851372433970814,0.9991653159997893,0.01700165016501648,-0.9486832980505139,0.03601622083748515
24,10,3,1.0978451582473894,0.9993017277991215,0.026010746264515605,1.0,0.43922560105703695
25,1,13,2.556305212632791,0.9966298964914845,0.004184100418410039,1.0,0.40728718168016975
25,2,13,2.5647946373763206,0.9999396790877114,0.0034492687388014004,-0.29027889768309273,0.14713621984527012
25,3,11,2.3934208656867777,0.9981340273020467,0.008196721311475405,1.0,0.41285487377659913
25,4,11,2.3978347747614452,0.9999747703589845,0.002345018450184505,-0.07352146220938077,0.18882080412570526
25,5,10,2.3023974214999603,0.9999184953057081,0.004331417624521064,-0.11785113019775793,0.1829513518055176
25,6,9,2.1972245764362195,0.9999999995903923,0.0,,
25,7,8,2.0793112976833155,0.9999373658773716,0.004596899224654616,-0.5935694526523001,0.08820024854331043
25,8,6,1.7914452132552368,0.999824610402113,0.008121405751101901,-0.5768179036829705,0.09687114476942486
25,9,5,1.608226362846294,0.9992472219161447,0.016716049380897074,-0.6668859288553503,0.09192272172543216
25,10,4,1.3862943607198905,0.9999999997114609,0.0,,
26,1,10,2.3024612818178953,0.9999462294893998,0.0014404761904761865,0.12793169827929043,0.2277631850947524
26,2,8,2.0791965736475095,0.9998821952781956,0.00621612149509973,-0.819288030372914,0.04550191758460813
26,3,6,1.7914530869436125,0.9998290047912656,0.001579778831115236,-0.1232082207267395,0.17777932266394528
26,4,3,1.0985096874340632,0.9999066083320705,0.005847953216374269,1.0,0.4087999473249403
27,1,13,2.5642435459353923,0.9997248243813893,0.007362745098039206,-0.28473039761954516,0.15418059080873298
27,2,12,2.484840458409313,0.9999733626296613,0.0023484288354898436,-0.05954913341754137,0.19162080778082813
27,3,11,2.397211362565062,0.9997147872798837,0.007880073800283258,-0.1363988678940947,0.18462590093764084
27,4,10,2.2965893738293217,0.9973960922517187,0.025091954020563176,-0.7277206237574343,0.0928749786038423
27,5,9,2.1859235925513567,0.9948567001746524,0.01801801801801803,1.0,0.4285700169746313
27,6,9,2.196049366008632,0.9994651382750269,0.011417030567685588,-0.276172385369497,0.1620515272951209
27,7,8,2.0790634763239235,0.9998181889952978,0.0005747126436781436,-0.06860266249355645,0.18719607976821656
27,8,6,1.790663963622799,0.9993885866802602,0.015343685301419718,-0.9548637106322311,0.0322262098216053
27,9,4,1.3853596657594895,0.9993257598194037,0.012987012987012991,1.0,0.4196827915346984
28,1,12,2.4694475064696952,0.9937787830703322,0.005076142131979697,1.0,0.4094805782768699
28,2,12,2.327496538948912,0.9366535113693234,0.01282051282051282,0.8127665166512524,0.40078801915022266
28,3,10,2.2814759575045382,0.9908324189391587,0.015151515151515152,1.0,0.42547754704552515
28,4,10,2.151281719651836,0.9342897798641306,0.01818181818181818,0.40149268907191515,0.32728433112787114
28,5,9,2.191927452342244,0.9975891745210689,0.009302325581395349,1.0,0.4146767360157724
28,6,9,2.049840719492665,0.9329227156096016,0.022222222222222223,0.5129891760425771,0.35605435385896833
28,7,8,1.9367978702680961,0.9314028942133629,0.027777777777777776,0.9027075674773933,0.4427873118981365
28,8,7,1.8091178633134248,0.9297026711082743,0.03571428571428571,0.9642857142857145,0.4675177700960892
28,9,6,1.6623769585928223,0.9277902459245969,0.047619047619047616,0.14285714285714288,0.32166292622262094
28,10,5,1.4897503183505911,0.9256339165625255,0.06666666666666667,-0.051298917604257706,0.31205004151039084
28,11,4,1.386111714094346,0.9998682480210068,0.004273504273504286,1.0,0.40644978200395443
29,1,15,2.6920541372409477,0.9940931435263822,0.0038461538461538464,1.0,0.40754128771131615
29,2,15,2.5442379443793817,0.9395091506589668,0.008333333333333333,0.654747723387251,0.36159679947976014
29,3,14,2.477106038169079,0.9386329013664171,0.009523809523809525,0.5891649892987403,0.3505288417355372
29,4,13,2.4051133514017624,0.9376845372814846,0.010989010989010992,0.6807310139803485,0.37132435809514086
29,5,12,2.327496538948912,0.9366535113693234,0.01282051282051282,0.6004805767690768,0.3583308311737876
29,6,11,2.243295974976168,0.9355270851166976,0.015151515151515152,0.6948671566394907,0.3810425785201616
29,7,10,2.151281719651836,0.9342897798641306,0.01818181818181818,0.41627756392782617,0.33024130609905333
29,8,8,1.9367978702680961,0.9314028942133629,0.027777777777777776,0.9880235200593538,0.45985050241452863
29,9,7,1.8091178633134248,0.9297026711082743,0.03571428571428571,0.7637626158259735,0.42741315040414096
29,10,6,1.6671711284858435,0.9304659230873841,0.07142857142857142,0.9851843661437779,0.5250399534453974
29,11,4,1.38605194045434,0.9998251304540007,0.012658227848101278,1.0,0.41903980263595175
30,1,15,2.6950299090365024,0.9951920049117228,0.021857923497267763,1.0,0.43422928377238484
30,2,15,2.5442379443793812,0.9395091506589667,0.008333333333333333,0.6151238324049448,0.353672021283299
30,3,14,2.47710603816908,0.9386329013664175,0.009523809523809525,0.9878381324003318,0.43026347035585544
30,4,13,2.4656577758620206,0.9612890674388276,0.010989010989010988,0.8107765741969146,0.3902521110912512
30,5,11,2.243295974976168,0.9355270851166976,0.015151515151515154,0.8363733191089454,0.4093438110140526
30,6,10,2.151281719651836,0.9342897798641306,0.01818181818181818,0.42115154391055387,0.3312161020955989
30,7,9,2.0498407194926647,0.9329227156096014,0.022222222222222223,0.36604030822626193,0.32666458029570533
30,8,8,1.993051383236337,0.9584551156106509,0.041666666666666664,0.7075275528876865,0.41646897589434206
30,9,6,1.6745709865061689,0.9345958624834981,0.07142857142857142,0.8116794499134279,0.4890999883804933
30,10,4,1.3860704253446534,0.9998384644837939,0.006369426751592355,1.0,0.4096026007822504
31,1,16,2.607126390134903,0.9403220785045925,0.007352941176470588,0.7624151412122862,0.3814158164557854
31,2,15,2.5442379443793817,0.9395091506589668,0.008333333333333333,0.7506996995405881,0.3807871947104276
31,3,14,2.477106038169079,0.9386329013664171,0.009523809523809526,0.7469727263884899,0.38209038915348714
31,4,13,2.405113351401762,0.9376845372814845,0.01098901098901099,0.5555898522840232,0.3462961257558758
31,5,12,2.327496538948912,0.9366535113693234,0.01282051282051282,0.8491280340452296,0.40806032262901815
31,6,10,2.151281719651836,0.9342897798641306,0.01818181818181818,0.7026122058758515,0.3875082344886584
31,7,9,2.049840719492665,0.9329227156096016,0.022222222222222223,0.7395219099980959,0.40136090065007207
31,8,8,2.0083521678525367,0.965813237639818,0.027777777777777776,0.6747477697966319,0.3868722493340476
31,9,6,1.7349038066782816,0.9682682505513597,0.023809523809523808,0.5296408977028497,0.35116199008944776
31,10,4,1.3859655935910742,0.9997628443582857,0.0,1.0,0.4000711466925143
32,1,14,2.4771060381690795,0.9386329013664173,0.009523809523809526,0.7043400999887195,0.373563863873533
32,2,13,2.405113351401762,0.9376845372814845,0.010989010989010992,0.9570492674868322,0.4265880087964376
